20200102,1700,0
20200102,1800,0
20200102,1900,0
20200102,2000,0
20200102,2100,0
20200102,2200,0
20200102,2300,0
20200103,1700,0
20200103,1800,0
20200103,1900,0
20200103,2000,0
20200103,2100,0
20200103,2200,0
20200103,2300,0
20200104,1700,0
20200104,1800,0
20200104,1900,0
20200104,2000,0
20200104,2100,0
20200104,2200,0
20200104,2300,0
20200105,1700,0
20200105,1800,0
20200105,1900,0
20200105,2000,0
20200105,2100,0
20200105,2200,0
20200105,2300,0
20200106,1700,0
20200106,1800,0
20200106,1900,0
20200106,2000,0
20200106,2100,0
20200106,2200,0
20200106,2300,0
20200107,1700,0
20200107,1800,0
20200107,1900,0
20200107,2000,0
20200107,2100,0
20200107,2200,0
20200107,2300,0
20200108,1700,0
20200108,1800,0
20200108,1900,0
20200108,2000,0
20200108,2100,0
20200108,2200,0
20200108,2300,0
20200109,1700,0
20200109,1800,0
20200109,1900,0
20200109,2000,0
20200109,2100,0
20200109,2200,0
20200109,2300,0
20200110,1700,0
20200110,1800,0
20200110,1900,0
20200110,2000,0
20200110,2100,0
20200110,2200,0
20200110,2300,0
20200111,1700,0
20200111,1800,0
20200111,1900,0
20200111,2000,0
20200111,2100,0
20200111,2200,0
20200111,2300,0
20200112,1700,0
20200112,1800,0
20200112,1900,0
20200112,2000,0
20200112,2100,0
20200112,2200,0
20200112,2300,0
20200113,1700,0
20200113,1800,0
20200113,1900,0
20200113,2000,0
20200113,2100,0
20200113,2200,0
20200113,2300,0
20200114,1700,0
20200114,1800,0
20200114,1900,0
20200114,2000,0
20200114,2100,0
20200114,2200,0
20200114,2300,0
20200115,1700,0
20200115,1800,0
20200115,1900,0
20200115,2000,0
20200115,2100,0
20200115,2200,0
20200115,2300,0
20200116,1700,0
20200116,1800,0
20200116,1900,0
20200116,2000,0
20200116,2100,0
20200116,2200,0
20200116,2300,0
20200117,1700,0
20200117,1800,0
20200117,1900,0
20200117,2000,0
20200117,2100,0
20200117,2200,0
20200117,2300,0
20200118,1700,0
20200118,1800,0
20200118,1900,0
20200118,2000,0
20200118,2100,0
20200118,2200,0
20200118,2300,0
20200119,1700,0
20200119,1800,0
20200119,1900,0
20200119,2000,0
20200119,2100,0
20200119,2200,0
20200119,2300,0
20200120,1700,0
20200120,1800,0
20200120,1900,0
20200120,2000,0
20200120,2100,0
20200120,2200,0
20200120,2300,0
20200121,1700,0
20200121,1800,0
20200121,1900,0
20200121,2000,0
20200121,2100,0
20200121,2200,0
20200121,2300,0
20200122,1700,0
20200122,1800,0
20200122,1900,0
20200122,2000,0
20200122,2100,0
20200122,2200,0
20200122,2300,0
20200123,1700,0
20200123,1800,0
20200123,1900,0
20200123,2000,0
20200123,2100,0
20200123,2200,0
20200123,2300,0
20200124,1700,0
20200124,1800,0
20200124,1900,0
20200124,2000,0
20200124,2100,0
20200124,2200,0
20200124,2300,0
20200125,1700,0
20200125,1800,0
20200125,1900,0
20200125,2000,0
20200125,2100,0
20200125,2200,0
20200125,2300,0
20200126,1700,0
20200126,1800,0
20200126,1900,0
20200126,2000,0
20200126,2100,0
20200126,2200,0
20200126,2300,0
20200127,1700,0
20200127,1800,0
20200127,1900,0
20200127,2000,0
20200127,2100,0
20200127,2200,0
20200127,2300,0
20200128,1700,0
20200128,1800,0
20200128,1900,0
20200128,2000,0
20200128,2100,0
20200128,2200,0
20200128,2300,0
20200129,1700,0
20200129,1800,0
20200129,1900,0
20200129,2000,0
20200129,2100,0
20200129,2200,0
20200129,2300,0
20200130,1700,0
20200130,1800,0
20200130,1900,0
20200130,2000,0
20200130,2100,0
20200130,2200,0
20200130,2300,0
20200131,1700,0
20200131,1800,0
20200131,1900,0
20200131,2000,0
20200131,2100,0
20200131,2200,0
20200131,2300,0
20200201,1700,0
20200201,1800,0
20200201,1900,0
20200201,2000,0
20200201,2100,0
20200201,2200,0
20200201,2300,0
20200202,1700,0
20200202,1800,0
20200202,1900,0
20200202,2000,0
20200202,2100,0
20200202,2200,0
20200202,2300,0
20200203,1700,0
20200203,1800,0
20200203,1900,0
20200203,2000,0
20200203,2100,0
20200203,2200,0
20200203,2300,0
20200204,1700,0
20200204,1800,0
20200204,1900,0
20200204,2000,0
20200204,2100,0
20200204,2200,0
20200204,2300,0
20200205,1700,0
20200205,1800,0
20200205,1900,0
20200205,2000,0
20200205,2100,0
20200205,2200,0
20200205,2300,0
20200206,1700,0
20200206,1800,0
20200206,1900,0
20200206,2000,0
20200206,2100,0
20200206,2200,0
20200206,2300,0
20200207,1700,0
20200207,1800,0
20200207,1900,0
20200207,2000,0
20200207,2100,0
20200207,2200,0
20200207,2300,0
20200208,1700,0
20200208,1800,0
20200208,1900,0
20200208,2000,0
20200208,2100,0
20200208,2200,0
20200208,2300,0
20200209,1700,0
20200209,1800,0
20200209,1900,0
20200209,2000,0
20200209,2100,0
20200209,2200,0
20200209,2300,0
20200210,1700,0
20200210,1800,0
20200210,1900,0
20200210,2000,0
20200210,2100,0
20200210,2200,0
20200210,2300,0
20200211,1700,0
20200211,1800,0
20200211,1900,0
